make,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
MERCEDES-BENZ,TWO-SEATER,4.0,8,AM7,Z,13.5,315
MERCEDES-BENZ,TWO-SEATER,4.0,8,AM7,Z,14.0,327
MERCEDES-BENZ,FULL-SIZE,4.0,8,A9,Z,11.8,275
MERCEDES-BENZ,SUBCOMPACT,4.0,8,A9,Z,13.1,306
MERCEDES-BENZ,COMPACT,4.0,8,A9,Z,11.6,271
MERCEDES-BENZ,FULL-SIZE,6.0,12,A7,Z,15.1,356
MERCEDES-BENZ,SUBCOMPACT,6.0,12,A9,Z,14.3,337
MERCEDES-BENZ,COMPACT,6.0,12,A9,Z,14.6,343
MERCEDES-BENZ,TWO-SEATER,5.5,8,A7,Z,13.0,303
MERCEDES-BENZ,TWO-SEATER,3.0,6,A9,Z,10.2,238
MERCEDES-BENZ,STATION WAGON - SMALL,2.0,4,AM7,Z,8.4,196
MERCEDES-BENZ,STATION WAGON - SMALL,2.0,4,AM7,Z,9.1,215
MERCEDES-BENZ,COMPACT,2.0,4,A9,Z,9.4,219
MERCEDES-BENZ,SUBCOMPACT,2.0,4,A9,Z,9.9,231
MERCEDES-BENZ,SUBCOMPACT,2.0,4,A9,Z,9.5,221
MERCEDES-BENZ,STATION WAGON - SMALL,2.0,4,A9,Z,9.5,221
MERCEDES-BENZ,MINICOMPACT,2.0,4,AM7,Z,8.2,193
MERCEDES-BENZ,MINICOMPACT,2.0,4,AM7,Z,8.7,204
MERCEDES-BENZ,COMPACT,3.0,6,A9,Z,9.8,213
MERCEDES-BENZ,MID-SIZE,2.0,4,A9,Z,9.7,228
MERCEDES-BENZ,MID-SIZE,3.0,6,A9,Z,10.3,244
MERCEDES-BENZ,SUBCOMPACT,3.0,6,A9,Z,11.6,271
MERCEDES-BENZ,SUBCOMPACT,3.0,6,A9,Z,11.0,257
MERCEDES-BENZ,STATION WAGON - MID-SIZE,3.0,6,A9,Z,10.8,254
MERCEDES-BENZ,SUV - STANDARD,4.0,8,A9,Z,16.3,378
MERCEDES-BENZ,SUV - SMALL,2.0,4,AM7,Z,9.0,209
MERCEDES-BENZ,SUV - SMALL,2.0,4,A9,Z,10.0,234
MERCEDES-BENZ,SUV - SMALL,2.0,4,A9,Z,10.0,234
MERCEDES-BENZ,SUV - STANDARD,3.0,6,A9,Z,12.1,282
MERCEDES-BENZ,SUV - STANDARD,3.0,6,A9,Z,13.2,312
MERCEDES-BENZ,SUV - STANDARD,4.7,8,A9,Z,15.1,355
MERCEDES-BENZ,FULL-SIZE,4.0,8,A9,Z,12.2,286
MERCEDES-BENZ,FULL-SIZE,6.0,12,A7,Z,15.1,355
MERCEDES-BENZ,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,10.7,251
MERCEDES-BENZ,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,10.5,248
MERCEDES-BENZ,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.4,268
MERCEDES-BENZ,MID-SIZE,3.0,6,A9,Z,10.8,253
MERCEDES-BENZ,SUBCOMPACT,4.0,8,A9,Z,11.7,275
MERCEDES-BENZ,FULL-SIZE,4.0,8,A9,Z,11.3,265
MERCEDES-BENZ,MID-SIZE,4.0,8,A9,Z,11.3,265
MERCEDES-BENZ,TWO-SEATER,3.0,6,A9,Z,10.3,241
MERCEDES-BENZ,TWO-SEATER,4.7,8,A9,Z,11.6,270
MERCEDES-BENZ,TWO-SEATER,2.0,4,A9,Z,8.8,205
MINI,SUBCOMPACT,1.5,3,AS6,Z,7.9,184
MINI,SUBCOMPACT,1.5,3,M6,Z,7.5,175
MINI,SUBCOMPACT,1.5,3,AS6,Z,7.9,184
MINI,SUBCOMPACT,1.5,3,M6,Z,7.5,175
MINI,MID-SIZE,1.5,3,AS8,Z,9.0,212
MINI,MID-SIZE,1.5,3,M6,Z,9.1,214
MINI,MINICOMPACT,1.5,3,AS6,Z,7.9,184
MINI,MINICOMPACT,1.5,3,M6,Z,7.5,175
MINI,STATION WAGON - SMALL,1.5,3,AS8,Z,9.2,215
MINI,STATION WAGON - SMALL,1.5,3,M6,Z,9.1,214
MINI,SUBCOMPACT,2.0,4,AS6,Z,8.4,197
MINI,SUBCOMPACT,2.0,4,M6,Z,9.0,210
MINI,SUBCOMPACT,2.0,4,AS6,Z,8.4,197
MINI,SUBCOMPACT,2.0,4,M6,Z,9.0,210
MINI,MID-SIZE,2.0,4,AS8,Z,9.2,214
MINI,MID-SIZE,2.0,4,M6,Z,9.7,227
MINI,MINICOMPACT,2.0,4,AS6,Z,8.4,197
MINI,MINICOMPACT,2.0,4,M6,Z,9.0,210
MINI,MID-SIZE,2.0,4,AS8,Z,9.2,215
MINI,MID-SIZE,2.0,4,M6,Z,9.7,228
MINI,SUBCOMPACT,2.0,4,AS6,Z,8.4,197
MINI,SUBCOMPACT,2.0,4,M6,Z,9.0,210
MINI,MID-SIZE,2.0,4,AS8,Z,9.2,214
MINI,MID-SIZE,2.0,4,M6,Z,9.7,227
MINI,MINICOMPACT,2.0,4,AS6,Z,8.4,197
MINI,MINICOMPACT,2.0,4,M6,Z,9.4,220
MINI,MID-SIZE,2.0,4,AS8,Z,9.3,220
MINI,MID-SIZE,2.0,4,M6,Z,9.7,228
MITSUBISHI,SUV - SMALL,1.5,4,AV8,X,9.3,216
MITSUBISHI,COMPACT,1.2,3,AV,X,6.2,143
MITSUBISHI,COMPACT,1.2,3,M5,X,6.5,151
MITSUBISHI,COMPACT,1.2,3,AV,X,6.4,148
MITSUBISHI,COMPACT,1.2,3,M5,X,6.6,153
MITSUBISHI,SUV - SMALL,2.4,4,AV6,X,9.1,212
MITSUBISHI,SUV - SMALL,3.0,6,AS6,Z,10.6,246
MITSUBISHI,SUV - SMALL,2.0,4,AV6,X,8.8,206
MITSUBISHI,SUV - SMALL,2.0,4,AV6,X,9.2,213
MITSUBISHI,SUV - SMALL,2.4,4,AV6,X,9.4,218
NISSAN,TWO-SEATER,3.7,6,AS7,Z,11.1,261
NISSAN,TWO-SEATER,3.7,6,M6,Z,11.5,270
NISSAN,TWO-SEATER,3.7,6,AS7,Z,11.5,271
NISSAN,TWO-SEATER,3.7,6,M6,Z,11.8,279
NISSAN,MID-SIZE,2.5,4,AV,X,7.4,174
NISSAN,MID-SIZE,2.0,4,AV,X,8.1,190
NISSAN,MID-SIZE,2.5,4,AV,X,7.5,177
NISSAN,MID-SIZE,2.5,4,AV,X,7.9,186
NISSAN,MID-SIZE,2.5,4,AV,X,8.1,190
NISSAN,SUV - STANDARD,5.6,8,AS7,X,15.5,364
NISSAN,PICKUP TRUCK - SMALL,2.5,4,A5,X,12.3,290
NISSAN,PICKUP TRUCK - SMALL,4.0,6,A5,X,12.7,299
NISSAN,PICKUP TRUCK - SMALL,4.0,6,A5,X,13.9,326
NISSAN,PICKUP TRUCK - SMALL,4.0,6,M6,X,13.5,317
NISSAN,SUBCOMPACT,3.8,6,AM6,Z,12.6,295
NISSAN,MID-SIZE,1.6,4,AV,X,7.2,169
NISSAN,MID-SIZE,3.5,6,AV7,Z,9.9,233
NISSAN,COMPACT,1.6,4,A4,X,8.0,188
NISSAN,COMPACT,1.6,4,M5,X,7.9,186
NISSAN,STATION WAGON - MID-SIZE,3.5,6,AV7,X,10.2,240
NISSAN,STATION WAGON - MID-SIZE,3.5,6,AV7,X,10.3,242
NISSAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.3,218
NISSAN,SUV - SMALL,3.5,6,AV,X,10.2,240
NISSAN,SUV - SMALL,3.5,6,AV,X,10.7,250
NISSAN,SUV - SMALL,3.5,6,AV,X,11.0,259
NISSAN,STATION WAGON - SMALL,2.0,4,AV7,X,8.0,188
NISSAN,STATION WAGON - SMALL,2.0,4,M6,X,9.2,217
NISSAN,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,198
NISSAN,SUV - SMALL,2.5,4,AV,X,8.2,192
NISSAN,SUV - SMALL,2.5,4,AV,X,8.7,204
NISSAN,MID-SIZE,1.8,4,AV,X,7.3,172
NISSAN,MID-SIZE,1.8,4,M6,X,7.8,183
NISSAN,MID-SIZE,1.6,4,AV7,Z,8.2,193
NISSAN,MID-SIZE,1.6,4,M6,Z,8.3,195
NISSAN,MID-SIZE,1.6,4,AV7,Z,8.7,205
NISSAN,MID-SIZE,1.6,4,M6,Z,8.7,204
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,13.3,312
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,13.4,315
NISSAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,14.1,331
NISSAN,MID-SIZE,1.6,4,AV,X,7.0,164
NISSAN,MID-SIZE,1.6,4,M5,X,7.7,180
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.4,221
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.1,237
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.7,227
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.3,241
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,10.4,243
PORSCHE,MINICOMPACT,3.0,6,M7,Z,11.2,260
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,10.7,249
PORSCHE,MINICOMPACT,3.0,6,M7,Z,11.0,258
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.7,226
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.3,242
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.7,228
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.4,243
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,10.6,248
PORSCHE,MINICOMPACT,3.0,6,M7,Z,12.3,286
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.6,225
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.4,242
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.8,230
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.5,246
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,10.6,248
PORSCHE,MINICOMPACT,3.0,6,M7,Z,11.0,257
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,10.7,250
PORSCHE,MINICOMPACT,3.0,6,M7,Z,11.2,260
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.9,232
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.4,243
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.9,231
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.5,246
PORSCHE,TWO-SEATER,3.8,6,AM7,Z,13.5,315
PORSCHE,TWO-SEATER,4.0,6,AM7,Z,13.9,324
PORSCHE,TWO-SEATER,4.0,6,M6,Z,15.1,352
PORSCHE,TWO-SEATER,4.0,6,AM7,Z,14.4,335
PORSCHE,TWO-SEATER,4.0,6,M6,Z,14.1,334
PORSCHE,TWO-SEATER,4.0,6,M6,Z,15.1,350
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,9.8,228
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.5,246
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,10.8,251
PORSCHE,MINICOMPACT,3.0,6,M7,Z,11.4,266
PORSCHE,MINICOMPACT,3.0,6,AM7,Z,10.0,233
PORSCHE,MINICOMPACT,3.0,6,M7,Z,10.5,246
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,266
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,267
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,266
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,11.4,267
PORSCHE,MINICOMPACT,3.8,6,AM7,Z,12.7,297
PORSCHE,TWO-SEATER,2.0,4,AM7,Z,9.4,219
PORSCHE,TWO-SEATER,2.0,4,M6,Z,9.8,229
PORSCHE,TWO-SEATER,2.5,4,AM7,Z,10.6,249
PORSCHE,TWO-SEATER,2.5,4,M6,Z,11.0,257
PORSCHE,TWO-SEATER,2.5,4,AM7,Z,9.9,231
PORSCHE,TWO-SEATER,2.5,4,M6,Z,10.7,249
PORSCHE,SUV - STANDARD,3.0,6,AS8,Z,11.4,265
PORSCHE,SUV - STANDARD,2.9,6,AS8,Z,11.8,275
PORSCHE,SUV - STANDARD,4.0,8,AS8,Z,14.1,329
PORSCHE,TWO-SEATER,2.0,4,AM7,Z,9.4,219
PORSCHE,TWO-SEATER,2.0,4,M6,Z,9.8,229
PORSCHE,TWO-SEATER,2.5,4,AM7,Z,10.6,249
PORSCHE,TWO-SEATER,2.5,4,M6,Z,11.0,257
PORSCHE,TWO-SEATER,2.5,4,AM7,Z,9.9,231
PORSCHE,TWO-SEATER,2.5,4,M6,Z,10.7,249
PORSCHE,SUV - SMALL,2.0,4,AM7,Z,11.3,264
PORSCHE,SUV - SMALL,3.0,6,AM7,Z,11.7,272
PORSCHE,FULL-SIZE,3.0,6,AM8,Z,10.7,250
PORSCHE,FULL-SIZE,3.0,6,AM8,Z,10.9,253
PORSCHE,FULL-SIZE,3.0,6,AM8,Z,10.9,253
PORSCHE,FULL-SIZE,3.0,6,AM8,Z,10.7,250
PORSCHE,FULL-SIZE,2.9,6,AM8,Z,11.2,261
PORSCHE,FULL-SIZE,2.9,6,AM8,Z,11.2,261
PORSCHE,FULL-SIZE,2.9,6,AM8,Z,11.6,273
PORSCHE,FULL-SIZE,4.0,8,AM8,Z,12.6,295
PORSCHE,FULL-SIZE,4.0,8,AM8,Z,13.4,313
PORSCHE,FULL-SIZE,4.0,8,AM8,Z,11.2,261
PORSCHE,FULL-SIZE,4.0,8,AM8,Z,11.2,261
PORSCHE,FULL-SIZE,4.0,8,AM8,Z,11.9,279
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,10.8,253
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,10.4,246
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,13.6,320
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,12.4,290
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.1,260
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,13.8,325
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,12.9,302
RAM,PICKUP TRUCK - STANDARD,3.0,6,A8,D,10.4,278
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.9,280
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,E,17.0,283
RAM,PICKUP TRUCK - STANDARD,5.7,8,A6,X,14.8,346
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,13.6,319
RAM,PICKUP TRUCK - STANDARD,3.0,6,A8,D,10.8,289
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.6,294
RAM,PICKUP TRUCK - STANDARD,3.6,6,A8,E,18.0,300
RAM,PICKUP TRUCK - STANDARD,5.7,8,A6,X,16.3,382
RAM,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.0,328
RAM,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,9.9,232
ROLLS-ROYCE,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,16.3,382
ROLLS-ROYCE,COMPACT,6.6,12,AS8,Z,17.0,397
ROLLS-ROYCE,FULL-SIZE,6.6,12,AS8,Z,17.0,397
ROLLS-ROYCE,FULL-SIZE,6.6,12,AS8,Z,17.0,397
ROLLS-ROYCE,FULL-SIZE,6.7,12,AS8,Z,16.3,382
ROLLS-ROYCE,FULL-SIZE,6.7,12,AS8,Z,16.3,382
ROLLS-ROYCE,MID-SIZE,6.6,12,AS8,Z,16.6,388
SUBARU,SUV - STANDARD,2.4,4,AV8,X,10.4,244
SUBARU,MINICOMPACT,2.0,4,AS6,Z,8.6,200
SUBARU,MINICOMPACT,2.0,4,M6,Z,9.9,231
SUBARU,SUV - SMALL,2.0,4,AV7,X,8.1,188
SUBARU,SUV - SMALL,2.0,4,M6,X,9.4,220
SUBARU,SUV - SMALL,2.5,4,AV7,X,8.2,192
SUBARU,MID-SIZE,2.0,4,AV7,X,7.5,174
SUBARU,MID-SIZE,2.0,4,M5,X,8.9,209
SUBARU,STATION WAGON - SMALL,2.0,4,AV7,X,7.6,177
SUBARU,STATION WAGON - SMALL,2.0,4,M5,X,9.0,211
SUBARU,MID-SIZE,2.5,4,AV7,X,8.2,193
SUBARU,MID-SIZE,3.6,6,AV6,X,10.3,241
SUBARU,SUV - SMALL,2.5,4,AV7,X,8.5,198
SUBARU,SUV - SMALL,3.6,6,AV6,X,10.5,247
SUBARU,COMPACT,2.0,4,AV8,Z,11.2,256
SUBARU,COMPACT,2.0,4,M6,Z,10.0,235
SUBARU,COMPACT,2.5,4,M6,Z,12.7,296
TOYOTA,SUV - STANDARD,4.0,6,AS5,X,13.2,308
TOYOTA,SUV - STANDARD,4.0,6,AS5,X,13.2,308
TOYOTA,MINICOMPACT,2.0,4,AS6,Z,8.7,204
TOYOTA,MINICOMPACT,2.0,4,M6,Z,9.9,232
TOYOTA,MID-SIZE,3.5,6,AS8,X,9.4,220
TOYOTA,MID-SIZE,2.5,4,AS8,X,6.9,164
TOYOTA,MID-SIZE,2.5,4,AS8,X,7.4,173
TOYOTA,MID-SIZE,2.5,4,AS8,X,7.5,175
TOYOTA,MID-SIZE,3.5,6,AS8,X,9.0,210
TOYOTA,MID-SIZE,3.5,6,AS8,X,9.2,215
TOYOTA,MID-SIZE,2.5,4,AV6,X,4.9,113
TOYOTA,MID-SIZE,2.5,4,AV6,X,5.1,121
TOYOTA,COMPACT,2.0,4,AS7,X,8.2,189
TOYOTA,MID-SIZE,1.8,4,AV,X,7.5,174
TOYOTA,MID-SIZE,1.8,4,AV7,X,7.6,178
TOYOTA,MID-SIZE,1.8,4,M6,X,7.6,178
TOYOTA,MID-SIZE,1.8,4,AV,X,6.9,163
TOYOTA,COMPACT,2.0,4,AV10,X,6.7,157
TOYOTA,COMPACT,2.0,4,M6,X,7.5,174
TOYOTA,SUV - SMALL,3.5,6,AS8,X,10.3,243
TOYOTA,SUV - STANDARD,3.5,6,AS8,X,10.6,250
TOYOTA,SUV - STANDARD,3.5,6,AS8,X,10.6,248
TOYOTA,SUV - STANDARD,3.5,6,AS8,X,10.4,242
TOYOTA,SUV - STANDARD,3.5,6,AV6,X,8.3,193
TOYOTA,MID-SIZE,1.8,4,AV,X,4.4,105
TOYOTA,MID-SIZE,1.8,4,AV,X,4.7,109
TOYOTA,COMPACT,1.5,4,AV,X,5.1,120
TOYOTA,SUV - SMALL,2.5,4,AS8,X,7.8,183
TOYOTA,SUV - SMALL,2.5,4,AS8,X,8.3,190
TOYOTA,SUV - SMALL,2.5,4,AV6,X,6.0,140
TOYOTA,SUV - STANDARD,5.7,8,AS6,X,16.4,384
TOYOTA,MINIVAN,3.5,6,AS8,X,10.8,254
TOYOTA,MINIVAN,3.5,6,AS8,X,11.7,274
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,11.2,263
TOYOTA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,11.7,274
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,11.9,278
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,M6,X,12.7,299
TOYOTA,PICKUP TRUCK - SMALL,3.5,6,M6,X,12.9,300
TOYOTA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,15.9,371
TOYOTA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,14.9,354
TOYOTA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,16.3,382
TOYOTA,COMPACT,1.5,4,AS6,X,6.6,155
TOYOTA,COMPACT,1.5,4,M6,X,6.8,164
TOYOTA,COMPACT,1.5,4,A4,X,7.4,173
TOYOTA,COMPACT,1.5,4,M5,X,7.2,169
VOLKSWAGEN,FULL-SIZE,2.0,4,AS8,Z,10.4,244
VOLKSWAGEN,SUV - SMALL,2.0,4,AS8,X,10.5,245
VOLKSWAGEN,SUV - STANDARD,3.6,6,AS8,X,12.2,286
VOLKSWAGEN,COMPACT,2.0,4,AS6,X,8.2,191
VOLKSWAGEN,SUBCOMPACT,2.0,4,AS6,X,8.2,191
VOLKSWAGEN,COMPACT,2.0,4,AS6,X,8.1,189
VOLKSWAGEN,SUBCOMPACT,2.0,4,AS6,X,8.1,189
VOLKSWAGEN,COMPACT,1.4,4,AS8,X,7.4,172
VOLKSWAGEN,COMPACT,1.4,4,M6,X,7.4,172
VOLKSWAGEN,COMPACT,2.0,4,AM7,X,8.6,202
VOLKSWAGEN,COMPACT,2.0,4,M6,X,8.7,203
VOLKSWAGEN,COMPACT,2.0,4,AM7,Z,9.2,213
VOLKSWAGEN,COMPACT,2.0,4,M6,Z,9.9,232
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AM6,X,9.4,220
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,M6,X,9.6,225
VOLKSWAGEN,STATION WAGON - SMALL,1.4,4,AS8,X,7.6,178
VOLKSWAGEN,STATION WAGON - SMALL,1.4,4,M6,X,7.4,172
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AM6,X,9.6,224
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,M6,X,9.3,218
VOLKSWAGEN,COMPACT,1.4,4,AS8,X,7.0,162
VOLKSWAGEN,COMPACT,1.4,4,M6,X,7.0,163
VOLKSWAGEN,COMPACT,2.0,4,AM7,X,8.4,196
VOLKSWAGEN,COMPACT,2.0,4,M6,X,8.5,200
VOLKSWAGEN,MID-SIZE,2.0,4,AS6,X,8.1,188
VOLKSWAGEN,SUV - SMALL,2.0,4,AS8,X,9.5,221
VOLKSWAGEN,SUV - SMALL,2.0,4,AS8,X,9.8,228
VOLVO,COMPACT,2.0,4,AS8,Z,8.4,197
VOLVO,COMPACT,2.0,4,AS8,Z,9.4,218
VOLVO,MID-SIZE,2.0,4,AS8,Z,9.2,215
VOLVO,MID-SIZE,2.0,4,AS8,Z,9.4,219
VOLVO,STATION WAGON - SMALL,2.0,4,AS8,Z,8.4,197
VOLVO,STATION WAGON - SMALL,2.0,4,AS8,Z,9.4,219
VOLVO,STATION WAGON - SMALL,2.0,4,AS8,Z,9.3,218
VOLVO,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,9.4,219
VOLVO,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,10.0,233
VOLVO,SUV - SMALL,2.0,4,AS8,Z,9.0,211
VOLVO,SUV - SMALL,2.0,4,AS8,Z,10.0,233
VOLVO,SUV - SMALL,2.0,4,AS8,Z,10.4,242
VOLVO,SUV - STANDARD,2.0,4,AS8,Z,10.0,233
VOLVO,SUV - STANDARD,2.0,4,AS8,Z,10.7,250
ACURA,COMPACT,2.4,4,AM8,Z,8.6,199
ACURA,SUV - SMALL,3.5,6,AS9,Z,10.9,254
ACURA,SUV - SMALL,3.5,6,AS9,Z,11.0,258
ACURA,SUV - SMALL,3.0,6,AM7,Z,9.0,210
ACURA,SUV - SMALL,2.0,4,AS10,Z,9.9,232
ACURA,SUV - SMALL,2.0,4,AS10,Z,10.3,241
ACURA,MID-SIZE,3.5,6,AM7,Z,8.4,196
ACURA,COMPACT,2.4,4,AM8,Z,8.9,209
ACURA,COMPACT,3.5,6,AS9,Z,9.8,228
ACURA,COMPACT,3.5,6,AS9,Z,10.3,240
ALFA ROMEO,TWO-SEATER,1.8,4,AM6,Z,8.4,197
ALFA ROMEO,MID-SIZE,2.0,4,A8,Z,8.7,205
ALFA ROMEO,MID-SIZE,2.0,4,A8,Z,9.2,217
ALFA ROMEO,MID-SIZE,2.9,6,A8,Z,11.6,271
ALFA ROMEO,SUV - SMALL,2.0,4,A8,Z,9.3,218
ALFA ROMEO,SUV - SMALL,2.0,4,A8,Z,9.6,226
ALFA ROMEO,SUV - SMALL,2.9,6,A8,Z,12.3,288
ASTON MARTIN,MINICOMPACT,4.0,8,A8,Z,11.5,271
ASTON MARTIN,MINICOMPACT,5.2,12,A8,Z,13.3,312
ASTON MARTIN,MINICOMPACT,5.2,12,A8,Z,13.8,324
ASTON MARTIN,TWO-SEATER,4.0,8,A8,Z,11.5,270
ASTON MARTIN,TWO-SEATER,4.0,8,M7,Z,14.2,333
AUDI,SUBCOMPACT,2.0,4,AM7,X,7.8,182
AUDI,SUBCOMPACT,2.0,4,AM7,X,9.5,224
AUDI,SUBCOMPACT,2.0,4,AM7,X,9.5,224
AUDI,COMPACT,2.0,4,AM7,Z,8.8,205
AUDI,STATION WAGON - SMALL,2.0,4,AM7,Z,8.8,206
AUDI,SUBCOMPACT,2.0,4,AM7,Z,8.8,205
AUDI,SUBCOMPACT,2.0,4,AM7,Z,8.8,206
AUDI,MID-SIZE,2.0,4,AM7,Z,8.8,205
AUDI,MID-SIZE,2.0,4,AM7,Z,8.7,205
AUDI,MID-SIZE,3.0,6,AM7,Z,9.7,226
AUDI,MID-SIZE,3.0,6,AM7,Z,10.6,247
AUDI,MID-SIZE,3.0,6,AM7,Z,9.7,226
AUDI,FULL-SIZE,3.0,6,AS8,Z,11.5,267
AUDI,FULL-SIZE,4.0,8,AS8,Z,13.2,308
AUDI,SUV - SMALL,2.0,4,AS8,X,10.6,248
AUDI,SUV - SMALL,2.0,4,AM7,Z,9.7,226
AUDI,SUV - STANDARD,3.0,6,AS8,Z,12.7,296
AUDI,SUV - STANDARD,3.0,6,AS8,Z,12.7,296
AUDI,TWO-SEATER,5.2,10,AM7,Z,14.9,347
AUDI,TWO-SEATER,5.2,10,AM7,Z,14.9,347
AUDI,SUBCOMPACT,2.5,5,AM7,Z,10.4,243
AUDI,SUBCOMPACT,2.0,4,AM7,Z,9.5,222
AUDI,COMPACT,3.0,6,AS8,Z,10.5,245
AUDI,SUBCOMPACT,3.0,6,AS8,Z,10.5,245
AUDI,SUBCOMPACT,3.0,6,AS8,Z,10.8,252
AUDI,MID-SIZE,3.0,6,AS8,Z,10.5,245
AUDI,MID-SIZE,2.9,6,AS8,Z,10.9,255
AUDI,MID-SIZE,2.9,6,AS8,Z,10.9,255
AUDI,FULL-SIZE,4.0,8,AS8,Z,14.5,339
AUDI,SUV - SMALL,3.0,6,AS8,Z,11.8,276
AUDI,SUBCOMPACT,2.0,4,AM7,X,9.1,213
AUDI,TWO-SEATER,2.0,4,AM7,X,9.1,213
AUDI,SUBCOMPACT,2.5,5,AM7,Z,10.3,241
AUDI,SUBCOMPACT,2.0,4,AM7,Z,9.4,220
BENTLEY,SUV - STANDARD,4.0,8,AS8,Z,13.6,315
BENTLEY,SUV - STANDARD,6.0,12,AS8,Z,17.2,401
BENTLEY,COMPACT,4.0,8,AM8,Z,12.4,291
BENTLEY,COMPACT,6.0,12,AM8,Z,15.7,364
BENTLEY,SUBCOMPACT,4.0,8,AM8,Z,12.4,291
BENTLEY,SUBCOMPACT,6.0,12,AM8,Z,16.0,373
BENTLEY,MID-SIZE,6.0,12,AM8,Z,16.0,373
BMW,SUBCOMPACT,2.0,4,AS8,Z,8.7,204
BMW,SUBCOMPACT,2.0,4,AS8,Z,9.4,219
BMW,SUBCOMPACT,2.0,4,AS8,Z,8.5,200
BMW,SUBCOMPACT,2.0,4,AS8,Z,9.4,219
BMW,COMPACT,2.0,4,AS8,Z,8.3,195
BMW,SUBCOMPACT,2.0,4,AS8,Z,9.1,213
BMW,COMPACT,2.0,4,AS8,Z,8.7,204
BMW,COMPACT,2.0,4,AS8,Z,9.4,219
BMW,COMPACT,2.0,4,AS8,Z,9.4,219
BMW,SUBCOMPACT,3.0,6,AS8,Z,10.7,249
BMW,COMPACT,3.0,6,AS8,Z,9.9,231
BMW,COMPACT,3.0,6,AS8,Z,10.0,233
BMW,COMPACT,3.0,6,M6,Z,11.0,257
BMW,COMPACT,3.0,6,AS8,Z,10.0,233
