make,model,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,co2_emissions
MERCEDES-BENZ,S,COMPACT,6.0,12,A9,Z,17.6,11.0,14.6,19,343
MERCEDES-BENZ,SL,TWO-SEATER,5.5,8,A7,Z,15.3,10.2,13.0,22,303
MERCEDES-BENZ,SLC,TWO-SEATER,3.0,6,A9,Z,11.8,8.2,10.2,28,238
MERCEDES-BENZ,B,STATION WAGON - SMALL,2.0,4,AM7,Z,9.8,6.8,8.4,34,196
MERCEDES-BENZ,B,STATION WAGON - SMALL,2.0,4,AM7,Z,10.3,7.8,9.1,31,215
MERCEDES-BENZ,C,COMPACT,2.0,4,A9,Z,11.0,7.3,9.4,30,219
MERCEDES-BENZ,C,SUBCOMPACT,2.0,4,A9,Z,11.3,8.1,9.9,29,231
MERCEDES-BENZ,C,SUBCOMPACT,2.0,4,A9,Z,10.9,7.7,9.5,30,221
MERCEDES-BENZ,C,STATION WAGON - SMALL,2.0,4,A9,Z,10.9,7.7,9.5,30,221
MERCEDES-BENZ,CLA,MINICOMPACT,2.0,4,AM7,Z,9.6,6.6,8.2,34,193
MERCEDES-BENZ,CLA,MINICOMPACT,2.0,4,AM7,Z,9.9,7.3,8.7,32,204
MERCEDES-BENZ,CLS,COMPACT,3.0,6,A9,Z,11.3,7.9,9.8,29,213
MERCEDES-BENZ,E,MID-SIZE,2.0,4,A9,Z,11.0,8.1,9.7,29,228
MERCEDES-BENZ,E,MID-SIZE,3.0,6,A9,Z,11.8,8.5,10.3,27,244
MERCEDES-BENZ,E,SUBCOMPACT,3.0,6,A9,Z,12.7,10.1,11.6,24,271
MERCEDES-BENZ,E,SUBCOMPACT,3.0,6,A9,Z,12.5,9.1,11.0,26,257
MERCEDES-BENZ,E,STATION WAGON - MID-SIZE,3.0,6,A9,Z,12.3,8.9,10.8,26,254
MERCEDES-BENZ,G,SUV - STANDARD,4.0,8,A9,Z,18.0,14.1,16.3,17,378
MERCEDES-BENZ,GLA,SUV - SMALL,2.0,4,AM7,Z,10.1,7.6,9.0,31,209
MERCEDES-BENZ,GLC,SUV - SMALL,2.0,4,A9,Z,11.0,8.7,10.0,28,234
MERCEDES-BENZ,GLC,SUV - SMALL,2.0,4,A9,Z,10.8,9.0,10.0,28,234
MERCEDES-BENZ,GLE,SUV - STANDARD,3.0,6,A9,Z,13.5,10.3,12.1,23,282
MERCEDES-BENZ,GLS,SUV - STANDARD,3.0,6,A9,Z,14.9,11.2,13.2,21,312
MERCEDES-BENZ,GLS,SUV - STANDARD,4.7,8,A9,Z,17.2,12.6,15.1,19,355
MERCEDES-BENZ,S,FULL-SIZE,4.0,8,A9,Z,14.4,9.5,12.2,23,286
MERCEDES-BENZ,S,FULL-SIZE,6.0,12,A7,Z,18.4,11.1,15.1,19,355
MERCEDES-BENZ,METRIS,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.5,9.8,10.7,26,251
MERCEDES-BENZ,METRIS,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,11.3,9.6,10.5,27,248
MERCEDES-BENZ,METRIS,SPECIAL PURPOSE VEHICLE,2.0,4,A7,Z,12.3,10.3,11.4,25,268
MERCEDES-BENZ,S,MID-SIZE,3.0,6,A9,Z,12.8,8.5,10.8,26,253
MERCEDES-BENZ,S,SUBCOMPACT,4.0,8,A9,Z,13.8,9.2,11.7,24,275
MERCEDES-BENZ,S,FULL-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,25,265
MERCEDES-BENZ,S,MID-SIZE,4.0,8,A9,Z,13.5,8.6,11.3,25,265
MERCEDES-BENZ,SL,TWO-SEATER,3.0,6,A9,Z,11.8,8.5,10.3,27,241
MERCEDES-BENZ,SL,TWO-SEATER,4.7,8,A9,Z,13.5,9.3,11.6,24,270
MERCEDES-BENZ,SLC,TWO-SEATER,2.0,4,A9,Z,10.0,7.3,8.8,32,205
MINI,COOPER,SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184
MINI,COOPER,SUBCOMPACT,1.5,3,M6,Z,8.5,6.2,7.5,38,175
MINI,COOPER,SUBCOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184
MINI,COOPER,SUBCOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175
MINI,COOPER,MID-SIZE,1.5,3,AS8,Z,10.2,7.6,9.0,31,212
MINI,COOPER,MID-SIZE,1.5,3,M6,Z,10.5,7.4,9.1,31,214
MINI,COOPER,MINICOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184
MINI,COOPER,MINICOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175
MINI,COOPER,STATION WAGON - SMALL,1.5,3,AS8,Z,10.3,7.9,9.2,31,215
MINI,COOPER,STATION WAGON - SMALL,1.5,3,M6,Z,10.5,7.4,9.1,31,214
MINI,COOPER,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197
MINI,COOPER,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210
MINI,COOPER,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197
MINI,COOPER,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210
MINI,COOPER,MID-SIZE,2.0,4,AS8,Z,10.4,7.6,9.2,31,214
MINI,COOPER,MID-SIZE,2.0,4,M6,Z,11.4,7.7,9.7,29,227
MINI,COOPER,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,197
MINI,COOPER,MINICOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210
MINI,COOPER,MID-SIZE,2.0,4,AS8,Z,10.5,7.6,9.2,31,215
MINI,COOPER,MID-SIZE,2.0,4,M6,Z,11.3,7.8,9.7,29,228
MINI,COOPER,SUBCOMPACT,2.0,4,AS6,Z,9.3,7.3,8.4,34,197
MINI,COOPER,SUBCOMPACT,2.0,4,M6,Z,10.2,7.4,9.0,31,210
MINI,COOPER,MID-SIZE,2.0,4,AS8,Z,10.4,7.6,9.2,31,214
MINI,COOPER,MID-SIZE,2.0,4,M6,Z,11.4,7.7,9.7,29,227
MINI,COOPER,MINICOMPACT,2.0,4,AS6,Z,9.4,7.2,8.4,34,197
MINI,COOPER,MINICOMPACT,2.0,4,M6,Z,10.8,7.7,9.4,30,220
MINI,COOPER,MID-SIZE,2.0,4,AS8,Z,10.6,7.8,9.3,30,220
MINI,COOPER,MID-SIZE,2.0,4,M6,Z,11.3,7.8,9.7,29,228
MITSUBISHI,ECLIPSE,SUV - SMALL,1.5,4,AV8,X,9.6,8.9,9.3,30,216
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.6,5.6,6.2,46,143
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7.1,5.8,6.5,43,151
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.9,5.7,6.4,44,148
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,153
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,212
MITSUBISHI,OUTLANDER,SUV - SMALL,3.0,6,AS6,Z,12.0,8.8,10.6,27,246
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,9.7,7.8,8.8,32,206
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,10.1,8.2,9.2,31,213
MITSUBISHI,RVR,SUV - SMALL,2.4,4,AV6,X,10.3,8.3,9.4,30,218
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.3,11.1,25,261
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,270
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,13.0,9.7,11.5,25,271
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.6,9.7,11.8,24,279
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.6,6.1,7.4,38,174
NISSAN,ALTIMA,MID-SIZE,2.0,4,AV,X,9.1,6.9,8.1,35,190
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.5,6.3,7.5,38,177
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,9.1,6.5,7.9,36,186
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,9.3,6.7,8.1,35,190
NISSAN,ARMADA,SUV - STANDARD,5.6,8,AS7,X,17.7,12.9,15.5,18,364
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.7,12.3,23,290
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.7,10.3,12.7,22,299
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,15.8,11.5,13.9,20,326
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.1,11.5,13.5,21,317
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.2,10.7,12.6,22,295
NISSAN,KICKS,MID-SIZE,1.6,4,AV,X,7.7,6.6,7.2,39,169
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,11.6,7.9,9.9,29,233
NISSAN,MICRA,COMPACT,1.6,4,A4,X,9.0,6.8,8.0,35,188
NISSAN,MICRA,COMPACT,1.6,4,M5,X,8.7,6.8,7.9,36,186
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.7,8.3,10.2,28,240
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.7,8.5,10.3,27,242
NISSAN,NV200,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,8.8,9.3,30,218
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,11.6,8.5,10.2,28,240
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12.1,8.9,10.7,26,250
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12.4,9.2,11.0,26,259
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,AV7,X,8.6,7.2,8.0,35,188
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,M6,X,10.1,8.1,9.2,31,217
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,AV7,X,9.1,7.6,8.4,34,198
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.1,7.1,8.2,34,192
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.6,7.5,8.7,32,204
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,8.1,6.3,7.3,39,172
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,8.8,6.6,7.8,36,183
NISSAN,SENTRA,MID-SIZE,1.6,4,AV7,Z,8.9,7.3,8.2,34,193
NISSAN,SENTRA,MID-SIZE,1.6,4,M6,Z,9.1,7.3,8.3,34,195
NISSAN,SENTRA,MID-SIZE,1.6,4,AV7,Z,9.4,7.8,8.7,32,205
NISSAN,SENTRA,MID-SIZE,1.6,4,M6,Z,9.5,7.6,8.7,32,204
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.0,11.2,13.3,21,312
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.2,11.1,13.4,21,315
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.9,11.9,14.1,20,331
NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,7.6,6.2,7.0,40,164
NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,10.6,8.0,9.4,30,221
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,11.8,8.1,10.1,28,237
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,227
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,12.0,8.2,10.3,27,241
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,11.5,9.1,10.4,27,243
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,13.0,8.9,11.2,25,260
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,11.8,9.2,10.7,26,249
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,12.7,9.0,11.0,26,258
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,10.8,8.3,9.7,29,226
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.3,27,242
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,10.8,8.4,9.7,29,228
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,243
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,11.9,9.1,10.6,27,248
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,14.6,9.4,12.3,23,286
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,10.7,8.3,9.6,29,225
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,12.1,8.3,10.4,27,242
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,11.0,8.4,9.8,29,230
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,11.8,9.2,10.6,27,248
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,12.8,8.9,11.0,26,257
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,11.9,9.3,10.7,26,250
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,12.9,9.1,11.2,25,260
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,11.1,8.5,9.9,29,232
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,12.1,8.4,10.4,27,243
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,AM7,Z,11.0,8.5,9.9,29,231
PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246
PORSCHE,911 GT2,TWO-SEATER,3.8,6,AM7,Z,15.3,11.2,13.5,21,315
PORSCHE,911 GT3,TWO-SEATER,4.0,6,AM7,Z,15.8,11.7,13.9,20,324
PORSCHE,911 GT3,TWO-SEATER,4.0,6,M6,Z,18.0,11.5,15.1,19,352
PORSCHE,911 GT3,TWO-SEATER,4.0,6,AM7,Z,16.1,12.2,14.4,20,335
PORSCHE,911 GT3,TWO-SEATER,4.0,6,M6,Z,16.4,11.2,14.1,20,334
PORSCHE,911 Speedster,TWO-SEATER,4.0,6,M6,Z,17.4,12.4,15.1,19,350
PORSCHE,911 TARGA,MINICOMPACT,3.0,6,AM7,Z,10.9,8.4,9.8,29,228
PORSCHE,911 TARGA,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246
PORSCHE,911 TARGA,MINICOMPACT,3.0,6,AM7,Z,12.1,9.2,10.8,26,251
PORSCHE,911 TARGA,MINICOMPACT,3.0,6,M7,Z,13.2,9.2,11.4,25,266
PORSCHE,911 TARGA,MINICOMPACT,3.0,6,AM7,Z,11.1,8.6,10.0,28,233
PORSCHE,911 TARGA,MINICOMPACT,3.0,6,M7,Z,12.2,8.5,10.5,27,246
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,12.7,9.9,11.4,25,267
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,12.6,9.9,11.4,25,266
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,12.7,9.9,11.4,25,267
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,14.3,10.9,12.7,22,297
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219
PORSCHE,BOXSTER,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229
PORSCHE,BOXSTER,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6,27,249
PORSCHE,BOXSTER,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11.0,26,257
PORSCHE,BOXSTER,TWO-SEATER,2.5,4,AM7,Z,11.1,8.4,9.9,29,231
PORSCHE,BOXSTER,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249
PORSCHE,CAYENNE,SUV - STANDARD,3.0,6,AS8,Z,12.5,10.0,11.4,25,265
PORSCHE,CAYENNE,SUV - STANDARD,2.9,6,AS8,Z,12.9,10.4,11.8,24,275
PORSCHE,CAYENNE,SUV - STANDARD,4.0,8,AS8,Z,15.6,12.4,14.1,20,329
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219
PORSCHE,CAYMAN,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229
PORSCHE,CAYMAN,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6,27,249
PORSCHE,CAYMAN,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11.0,26,257
PORSCHE,CAYMAN,TWO-SEATER,2.5,4,AM7,Z,11.1,8.4,9.9,29,231
PORSCHE,CAYMAN,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249
PORSCHE,MACAN,SUV - SMALL,2.0,4,AM7,Z,12.2,10.2,11.3,25,264
PORSCHE,MACAN,SUV - SMALL,3.0,6,AM7,Z,12.9,10.2,11.7,24,272
PORSCHE,PANAMERA,FULL-SIZE,3.0,6,AM8,Z,12.4,8.7,10.7,26,250
PORSCHE,PANAMERA,FULL-SIZE,3.0,6,AM8,Z,12.4,9.0,10.9,26,253
PORSCHE,PANAMERA,FULL-SIZE,3.0,6,AM8,Z,12.4,9.0,10.9,26,253
PORSCHE,PANAMERA,FULL-SIZE,3.0,6,AM8,Z,12.2,8.9,10.7,26,250
PORSCHE,PANAMERA,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261
PORSCHE,PANAMERA,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261
PORSCHE,PANAMERA,FULL-SIZE,2.9,6,AM8,Z,13.1,9.8,11.6,24,273
PORSCHE,PANAMERA,FULL-SIZE,4.0,8,AM8,Z,14.5,10.2,12.6,22,295
PORSCHE,PANAMERA,FULL-SIZE,4.0,8,AM8,Z,15.7,10.5,13.4,21,313
PORSCHE,PANAMERA,FULL-SIZE,4.0,8,AM8,Z,12.8,9.2,11.2,25,261
PORSCHE,PANAMERA,FULL-SIZE,4.0,8,AM8,Z,12.8,9.2,11.2,25,261
PORSCHE,PANAMERA,FULL-SIZE,4.0,8,AM8,Z,13.4,10.1,11.9,24,279
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.9,9.4,10.8,26,253
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.6,9.0,10.4,27,246
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,10.5,13.6,21,320
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.1,10.3,12.4,23,290
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.2,9.7,11.1,25,260
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.0,13.8,20,325
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.3,11.1,12.9,22,302
RAM,1500,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.8,8.6,10.4,27,278
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9,24,280
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17.0,17,283
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.0,12.0,14.8,19,346
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11.0,13.6,21,319
RAM,1500,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.3,8.8,10.8,26,289
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18.0,16,300
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14.0,20,328
RAM,PROMASTER,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232
ROLLS-ROYCE,CULLINAN,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382
ROLLS-ROYCE,DAWN,COMPACT,6.6,12,AS8,Z,20.3,13.0,17.0,17,397
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,19.6,12.9,16.6,17,388
SUBARU,ASCENT,SUV - STANDARD,2.4,4,AV8,X,11.6,9.0,10.4,27,244
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.7,7.2,8.6,33,200
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.2,8.3,9.9,29,231
SUBARU,CROSSTREK,SUV - SMALL,2.0,4,AV7,X,8.8,7.2,8.1,35,188
SUBARU,CROSSTREK,SUV - SMALL,2.0,4,M6,X,10.5,8.1,9.4,30,220
SUBARU,FORESTER,SUV - SMALL,2.5,4,AV7,X,9.0,7.2,8.2,34,192
SUBARU,IMPREZA,MID-SIZE,2.0,4,AV7,X,8.3,6.4,7.5,38,174
SUBARU,IMPREZA,MID-SIZE,2.0,4,M5,X,10.1,7.5,8.9,32,209
SUBARU,IMPREZA,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,6.6,7.6,37,177
SUBARU,IMPREZA,STATION WAGON - SMALL,2.0,4,M5,X,10.1,7.7,9.0,31,211
SUBARU,LEGACY,MID-SIZE,2.5,4,AV7,X,9.3,7.0,8.2,34,193
SUBARU,LEGACY,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3,27,241
SUBARU,OUTBACK,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5,33,198
SUBARU,OUTBACK,SUV - SMALL,3.6,6,AV6,X,12.0,8.7,10.5,27,247
SUBARU,WRX,COMPACT,2.0,4,AV8,Z,12.6,9.6,11.2,25,256
SUBARU,WRX,COMPACT,2.0,4,M6,Z,11.3,8.5,10.0,28,235
SUBARU,WRX,COMPACT,2.5,4,M6,Z,14.3,10.7,12.7,22,296
TOYOTA,4RUNNER,SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308
TOYOTA,4RUNNER,SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308
TOYOTA,86,MINICOMPACT,2.0,4,AS6,Z,9.9,7.3,8.7,32,204
TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,11.3,8.3,9.9,29,232
TOYOTA,AVALON,MID-SIZE,3.5,6,AS8,X,10.9,7.6,9.4,30,220
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,164
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,X,8.4,6.1,7.4,38,173
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS8,X,8.5,6.2,7.5,38,175
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9.0,31,210
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215
TOYOTA,CAMRY,MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9,58,113
TOYOTA,CAMRY,MID-SIZE,2.5,4,AV6,X,5.3,5.0,5.1,55,121
TOYOTA,C-HR,COMPACT,2.0,4,AS7,X,8.7,7.5,8.2,34,189
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.6,37,178
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,178
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163
TOYOTA,COROLLA,COMPACT,2.0,4,AV10,X,7.5,5.8,6.7,42,157
TOYOTA,COROLLA,COMPACT,2.0,4,M6,X,8.4,6.3,7.5,38,174
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243
TOYOTA,HIGHLANDER,SUV - STANDARD,3.5,6,AS8,X,12.1,9.0,10.6,27,250
TOYOTA,HIGHLANDER,SUV - STANDARD,3.5,6,AS8,X,12.0,8.9,10.6,27,248
TOYOTA,HIGHLANDER,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242
TOYOTA,HIGHLANDER,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.4,64,105
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.5,4.9,4.7,60,109
TOYOTA,PRIUS,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS8,X,8.8,6.7,7.8,36,183
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS8,X,9.2,7.1,8.3,34,190
TOYOTA,RAV4,SUV - SMALL,2.5,4,AV6,X,5.8,6.3,6.0,47,140
TOYOTA,SEQUOIA,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,384
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,12.4,8.9,10.8,26,254
TOYOTA,SIENNA,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,263
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,274
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.0,10.5,11.9,24,278
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.4,12.7,22,299
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9,19,354
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.1,16.3,17,382
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43,155
TOYOTA,YARIS,COMPACT,1.5,4,M6,X,7.8,6.0,6.8,42,164
TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173
