make,vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,co2_emissions
JAGUAR,UDV,2.0,4,AS,Z,11.0,8.4,9.8,29,231
JAGUAR,UDV,2.0,4,AS,D,8.9,7.2,8.1,35,218
JAGUAR,UDV,2.0,4,AS,Z,10.7,8.8,9.9,29,227
JAGUAR,UDV,3.0,6,AS,Z,13.3,10.0,11.8,24,277
JAGUAR,UDV,2.0,4,AS,Z,10.2,7.8,9.2,31,215
JAGUAR,UDV,3.0,6,AS,Z,11.9,8.5,10.4,27,242
JAGUAR,UDV,3.0,6,M,Z,14.9,9.8,12.6,22,296
JAGUAR,UDV,3.0,6,AS,Z,12.4,8.8,10.8,26,253
JAGUAR,UDV,3.0,6,M,Z,15.3,10.0,12.9,22,302
JAGUAR,UDV,3.0,6,AS,Z,13.0,9.2,11.3,25,265
JAGUAR,UDV,2.0,4,AS,Z,10.2,7.8,9.2,31,215
JAGUAR,UDV,3.0,6,AS,Z,11.9,8.5,10.4,27,242
JAGUAR,UDV,3.0,6,M,Z,14.9,9.8,12.6,22,296
JAGUAR,UDV,3.0,6,AS,Z,12.4,8.8,10.8,26,253
JAGUAR,UDV,3.0,6,M,Z,15.3,10.0,12.9,22,302
JAGUAR,UDV,3.0,6,AS,Z,13.0,9.2,11.3,25,265
JAGUAR,UDV,5.0,8,AS,Z,15.6,10.4,13.3,21,311
JAGUAR,UDV,5.0,8,AS,Z,15.6,10.4,13.3,21,311
JAGUAR,UDV,2.0,4,AS,D,7.8,5.8,6.9,41,186
JAGUAR,UDV,2.0,4,AS,Z,9.8,6.9,8.5,33,200
JAGUAR,UDV,3.0,6,AS,Z,11.8,8.2,10.2,28,238
JAGUAR,SDV,2.0,4,AS,D,7.8,5.8,6.9,41,186
JAGUAR,SDV,2.0,4,AS,Z,10.1,7.2,8.8,32,207
JAGUAR,SDV,3.0,6,AS,Z,12.0,8.4,10.4,27,243
JAGUAR,SDV,3.0,6,AS,Z,14.0,9.0,11.8,24,276
JAGUAR,SDV,3.0,6,AS,Z,14.0,9.4,11.9,24,280
JAGUAR,SDV,5.0,8,AS,Z,15.8,10.3,13.3,21,313
JEEP,UDV,2.0,4,A,X,10.4,7.6,9.1,31,214
JEEP,UDV,2.4,4,A,X,10.8,7.6,9.3,30,219
JEEP,UDV,3.2,6,A,X,11.9,8.2,10.2,28,240
JEEP,UDV,2.0,4,A,X,11.2,8.0,9.8,29,229
JEEP,UDV,2.4,4,A,X,11.2,8.0,9.8,29,230
JEEP,UDV,3.2,6,A,X,12.2,8.6,10.6,27,249
JEEP,UDV,2.0,4,A,X,11.5,8.6,10.2,28,240
JEEP,UDV,3.2,6,A,X,12.8,9.0,11.1,25,259
JEEP,UDV,2.0,4,A,X,11.8,9.2,10.6,27,249
JEEP,UDV,3.2,6,A,X,12.9,9.9,11.6,24,269
JEEP,UDV,2.4,4,A,X,10.6,7.6,9.3,30,218
JEEP,UDV,2.4,4,M,X,10.4,7.3,9.0,31,211
JEEP,UDV,2.4,4,A,X,10.8,7.8,9.5,30,222
JEEP,UDV,2.4,4,M,X,10.8,7.6,9.4,30,221
JEEP,SDV,3.6,6,A,X,12.7,9.6,11.3,25,265
JEEP,SDV,5.7,8,A,X,16.7,10.9,14.1,20,331
JEEP,SDV,3.0,6,A,D,11.2,8.5,10.0,28,268
JEEP,SDV,6.4,8,A,Z,18.3,12.6,15.7,18,368
JEEP,SDV,6.2,8,A,Z,20.9,13.8,17.7,16,413
JEEP,UDV,1.3,4,A,X,9.8,7.4,8.7,32,204
JEEP,UDV,2.4,4,A,X,10.8,7.8,9.5,30,222
JEEP,UDV,1.3,4,A,X,10.1,8.1,9.2,31,216
JEEP,UDV,2.4,4,A,X,11.2,8.2,9.8,29,230
JEEP,UDV,1.3,4,A,X,10.8,8.7,9.9,29,230
JEEP,UDV,2.0,4,A,X,10.5,9.4,10.0,28,233
JEEP,UDV,3.6,6,A,X,12.8,10.4,11.8,24,274
JEEP,UDV,3.6,6,M,X,13.7,9.6,11.8,24,277
JEEP,UDV,2.0,4,A,X,10.9,10.0,10.5,27,245
JEEP,UDV,3.6,6,A,X,12.9,10.2,11.7,24,275
JEEP,UDV,3.6,6,M,X,13.8,10.1,12.2,23,285
KIA,SDV,3.3,6,AS,X,11.6,8.5,10.2,28,238
KIA,SDV,2.0,4,AV,X,7.7,5.9,6.9,41,164
KIA,SDV,2.0,4,M,X,8.6,6.4,7.6,37,180
KIA,SV,1.6,4,AM,X,4.6,5.1,4.8,59,114
KIA,SV,1.6,4,AM,X,4.5,4.8,4.7,60,110
KIA,SV,1.6,4,AM,X,5.1,5.8,5.4,52,129
KIA,SDV,2.0,4,AS,X,11.2,7.9,9.7,29,230
KIA,SDV,2.4,4,AS,X,9.5,7.1,8.4,34,199
KIA,SDV,2.0,4,AM,X,6.1,5.2,5.7,50,133
KIA,UDV,1.6,4,AS,X,8.5,6.4,7.5,38,177
KIA,UDV,1.6,4,M,X,8.3,6.4,7.5,38,175
KIA,CDV,3.3,6,AS,X,12.7,10.0,11.5,25,272
KIA,UDV,2.4,4,AS,X,10.7,8.2,9.6,29,225
KIA,UDV,2.4,4,AS,X,11.2,9.0,10.2,28,242
KIA,UDV,3.3,6,AS,X,12.5,9.7,11.2,25,265
KIA,SV,1.6,4,AM,X,9.1,7.7,8.5,33,199
KIA,SV,1.6,4,AS,X,9.0,7.6,8.4,34,198
KIA,SV,2.0,4,AS,X,9.5,7.8,8.7,32,206
KIA,UDV,2.4,4,AS,X,10.3,7.8,9.2,31,218
KIA,UDV,2.0,4,AS,X,11.9,10.2,11.1,25,263
KIA,UDV,2.4,4,AS,X,11.3,9.5,10.5,27,247
KIA,SDV,2.0,4,AS,Z,11.1,8.1,9.7,29,229
KIA,SDV,3.3,6,AS,Z,13.6,9.6,11.8,24,279
LAMBORGHINI,UDV,6.5,12,AM,Z,26.3,15.6,21.5,13,487
LAMBORGHINI,UDV,6.5,12,AM,Z,26.6,15.8,21.7,13,493
LAMBORGHINI,UDV,5.2,10,AM,Z,18.1,13.2,15.9,18,366
LAMBORGHINI,UDV,5.2,10,AM,Z,17.9,13.0,15.7,18,370
LAMBORGHINI,UDV,5.2,10,AM,Z,18.1,13.2,15.9,18,366
LAMBORGHINI,UDV,5.2,10,AM,Z,17.9,13.0,15.7,18,370
LAMBORGHINI,UDV,5.2,10,AM,Z,17.9,13.0,15.7,18,370
LAMBORGHINI,UDV,5.2,10,AM,Z,17.9,13.0,15.7,18,370
LAMBORGHINI,SDV,4.0,8,AS,Z,19.2,14.1,16.9,17,384
LAND ROVER,SDV,3.0,6,AS,Z,14.8,11.4,13.3,21,311
LAND ROVER,SDV,3.0,6,AS,D,11.3,9.2,10.4,27,279
LAND ROVER,UDV,2.0,4,AS,Z,11.4,9.3,10.5,27,246
LAND ROVER,SDV,3.0,6,AS,Z,14.1,10.3,12.4,23,291
LAND ROVER,SDV,3.0,6,AS,D,10.7,8.3,9.6,29,256
LAND ROVER,SDV,5.0,8,AS,Z,14.4,11.3,13.0,22,305
LAND ROVER,SDV,5.0,8,AS,Z,17.9,12.7,15.5,18,365
LAND ROVER,SDV,3.0,6,AS,Z,14.1,10.3,12.4,23,291
LAND ROVER,SDV,3.0,6,AS,D,10.7,8.3,9.6,29,256
LAND ROVER,SDV,5.0,8,AS,Z,14.1,10.7,12.6,22,294
LAND ROVER,UDV,2.0,4,AS,Z,10.9,8.0,9.6,29,225
LAND ROVER,UDV,2.0,4,AS,Z,11.2,8.2,9.8,29,231
LAND ROVER,UDV,2.0,4,AS,D,9.2,7.8,8.5,33,229
LAND ROVER,UDV,2.0,4,AS,Z,11.7,9.2,10.6,27,248
LAND ROVER,UDV,3.0,6,AS,Z,13.0,10.0,11.6,24,273
LEXUS,SDV,2.5,4,AV,X,5.5,5.2,5.3,53,124
LEXUS,SDV,3.5,6,AS,X,10.6,7.2,9.1,31,211
LEXUS,SDV,3.5,6,AS,X,10.9,7.5,9.4,30,219
LEXUS,SDV,3.5,6,AS,Z,12.3,9.1,10.9,26,254
LEXUS,UDV,5.0,8,AS,Z,14.9,9.7,12.5,23,293
LEXUS,SDV,4.6,8,AS,Z,16.0,12.9,14.6,19,341
LEXUS,UDV,2.0,4,AS,Z,11.0,7.6,9.5,30,220
LEXUS,UDV,3.5,6,AS,Z,12.3,9.1,10.9,26,254
LEXUS,UDV,3.5,6,AS,Z,12.3,9.1,10.9,26,254
LEXUS,UDV,5.0,8,AS,Z,15.1,9.5,12.6,22,294
LEXUS,UDV,3.5,6,AV,Z,9.0,7.1,8.1,35,189
LEXUS,SDV,3.4,6,AS,Z,13.1,8.7,11.1,25,261
LEXUS,SDV,3.5,6,AV,Z,10.3,7.7,9.1,31,214
LEXUS,SDV,5.7,8,AS,Z,18.2,12.8,15.8,18,371
LEXUS,UDV,2.0,4,AS,Z,10.7,8.5,9.7,29,226
LEXUS,UDV,2.0,4,AS,Z,10.8,8.9,9.9,29,232
LEXUS,UDV,2.5,4,AV,X,7.2,7.9,7.5,38,176
LEXUS,UDV,3.5,6,AS,Z,13.1,9.8,11.2,25,262
LEXUS,UDV,3.5,6,AS,Z,13.1,9.8,11.2,25,262
LEXUS,UDV,5.0,8,AS,Z,15.2,9.5,12.6,22,289
LEXUS,UDV,3.5,6,AS,X,12.2,9.0,10.8,26,252
LEXUS,UDV,3.5,6,AS,X,13.1,9.4,11.1,25,268
LEXUS,SDV,3.5,6,AV,Z,7.5,8.4,7.9,36,185
LEXUS,SDV,3.5,6,AV,Z,8.1,8.4,8.1,35,190
LEXUS,SDV,2.0,4,AS,X,8.0,6.3,7.2,39,168
LEXUS,UDV,2.0,4,AV,X,5.5,5.7,5.6,50,130
LEXUS,UDV,2.0,4,AV,X,5.7,6.2,6.0,47,140
LINCOLN,SDV,2.7,6,AS,X,14.0,9.4,12.0,24,281
LINCOLN,SDV,3.0,6,AS,X,14.5,9.8,12.3,23,289
LINCOLN,SDV,3.7,6,AS,X,14.3,9.7,12.2,23,287
LINCOLN,UDV,2.0,4,AS,X,12.3,9.3,11.0,26,257
LINCOLN,UDV,2.0,4,AS,X,12.2,9.3,10.9,26,256
LINCOLN,UDV,2.3,4,AS,X,13.1,9.5,11.5,25,270
LINCOLN,SDV,3.5,6,AS,X,15.7,11.2,13.7,21,322
LINCOLN,SV,3.7,6,A,X,14.7,10.3,12.7,22,297
LINCOLN,SDV,2.0,4,AS,X,12.1,8.4,10.4,27,245
LINCOLN,SDV,3.0,6,AS,X,14.0,9.2,11.8,24,278
LINCOLN,SDV,2.0,4,AV,X,5.7,6.2,5.9,48,139
LINCOLN,UDV,2.0,4,AS,X,12.0,9.6,10.7,26,250
LINCOLN,UDV,2.7,6,AS,X,12.6,9.2,11.0,26,259
LINCOLN,SDV,3.5,6,AS,X,15.0,11.4,13.4,21,314
MASERATI,SDV,3.0,6,AS,Z,14.1,9.8,12.2,23,286
MASERATI,SDV,3.0,6,AS,Z,14.7,9.9,12.6,22,295
MASERATI,SDV,3.0,6,AS,Z,14.7,9.9,12.6,22,295
MASERATI,UDV,4.7,8,AS,Z,17.8,11.6,15.0,19,354
MASERATI,SDV,3.0,6,AS,Z,15.9,11.1,13.7,21,324
MASERATI,SDV,3.0,6,AS,Z,16.1,11.4,14.0,20,330
MASERATI,SDV,3.8,8,AS,Z,17.9,12.9,15.3,18,360
MASERATI,SDV,3.8,8,AS,Z,17.9,12.9,15.3,18,360
MASERATI,SDV,3.0,6,AS,Z,15.1,10.3,12.8,22,299
MASERATI,SDV,3.0,6,AS,Z,15.0,10.3,12.8,22,301
MASERATI,SDV,3.8,8,AS,Z,16.0,10.8,13.7,21,321
MAZDA,UDV,2.0,4,AS,X,8.3,6.9,7.7,37,179
MAZDA,UDV,2.0,4,M,X,8.8,7.0,8.0,35,186
MAZDA,UDV,2.0,4,AS,X,8.6,7.4,8.1,35,189
MAZDA,UDV,2.0,4,M,X,9.7,7.7,8.8,32,206
MAZDA,UDV,2.5,4,AS,X,9.7,7.8,8.8,32,206
MAZDA,UDV,2.5,4,AS,X,9.3,7.6,8.5,33,201
MAZDA,UDV,2.5,4,AS,X,10.2,8.2,9.3,30,217
MAZDA,UDV,2.5,4,AS,X,9.8,7.9,9.0,31,208
MAZDA,UDV,2.5,4,AS,X,10.8,8.7,9.8,29,230
MAZDA,UDV,2.2,4,AS,D,8.9,7.9,8.4,34,227
MAZDA,UDV,2.5,4,AS,X,10.6,8.4,9.6,29,225
MAZDA,UDV,2.5,4,AS,X,11.6,9.1,10.5,27,244
MAZDA,UDV,2.0,4,AS,X,8.4,6.6,7.6,37,178
MAZDA,UDV,2.0,4,M,X,8.7,6.4,7.7,37,180
MAZDA,UDV,2.5,4,AS,X,8.8,6.4,7.7,37,181
MAZDA,UDV,2.5,4,AS,X,8.8,6.6,7.8,36,183
MAZDA,UDV,2.5,4,AS,X,9.2,7.0,8.2,34,192
MAZDA,SDV,2.0,4,AS,X,8.6,6.7,7.7,37,181
MAZDA,SDV,2.0,4,M,X,8.7,6.6,7.8,36,181
MAZDA,SDV,2.5,4,AS,X,9.0,6.8,8.0,35,187
MAZDA,SDV,2.5,4,M,X,9.2,6.6,8.1,35,189
MAZDA,SDV,2.5,4,AS,X,9.8,7.4,8.7,32,204
MAZDA,SDV,2.5,4,AS,X,9.1,6.7,8.0,35,187
MAZDA,SDV,2.5,4,AS,X,10.0,7.5,8.9,32,208
MAZDA,UDV,2.0,4,AS,Z,9.0,6.6,7.9,36,186
MAZDA,UDV,2.0,4,M,Z,9.0,7.0,8.1,35,189
MERCEDES-BENZ,UDV,2.0,4,AM,Z,9.7,6.8,8.4,34,195
MERCEDES-BENZ,UDV,2.0,4,AM,Z,9.6,7.1,8.5,33,199
MERCEDES-BENZ,SV,2.0,4,AM,Z,9.4,6.8,8.3,34,192
MERCEDES-BENZ,SV,2.0,4,AM,Z,9.9,7.0,8.6,33,201
MERCEDES-BENZ,UDV,3.0,6,A,Z,12.4,8.7,10.7,26,253
MERCEDES-BENZ,UDV,3.0,6,A,Z,12.7,9.2,11.2,25,263
MERCEDES-BENZ,UDV,3.0,6,A,Z,12.9,8.8,11.1,25,255
MERCEDES-BENZ,SV,3.0,6,A,Z,12.4,8.9,10.8,26,255
MERCEDES-BENZ,UDV,4.0,8,A,Z,13.2,8.7,11.2,25,263
MERCEDES-BENZ,UDV,4.0,8,A,Z,13.2,8.7,11.2,25,263
MERCEDES-BENZ,UDV,4.0,8,A,Z,13.9,9.7,12.0,24,282
MERCEDES-BENZ,UDV,4.0,8,A,Z,13.9,9.2,11.8,24,277
MERCEDES-BENZ,UDV,2.0,4,AM,Z,10.3,7.9,9.2,31,217
MERCEDES-BENZ,UDV,3.0,6,A,Z,12.4,8.7,10.7,26,235
MERCEDES-BENZ,SDV,3.0,6,A,Z,11.2,8.3,9.9,29,232
MERCEDES-BENZ,UDV,3.0,6,A,Z,12.5,9.0,10.9,26,245
MERCEDES-BENZ,UDV,3.0,6,A,Z,12.3,8.5,10.6,27,237
MERCEDES-BENZ,SV,3.0,6,A,Z,11.5,8.6,10.2,28,239
MERCEDES-BENZ,SDV,4.0,8,A,Z,16.0,10.5,13.5,21,318
MERCEDES-BENZ,SV,4.0,8,A,Z,14.6,10.4,12.7,22,299
MERCEDES-BENZ,SDV,4.0,8,A,Z,18.1,15.6,17.0,17,396
MERCEDES-BENZ,SV,2.0,4,AM,Z,10.7,8.3,9.6,29,225
MERCEDES-BENZ,UDV,3.0,6,A,Z,12.5,9.6,11.2,25,262
MERCEDES-BENZ,UDV,3.0,6,A,Z,12.6,9.7,11.3,25,265
MERCEDES-BENZ,UDV,4.0,8,A,Z,15.0,10.9,13.2,21,309
MERCEDES-BENZ,UDV,4.0,8,A,Z,15.0,10.9,13.2,21,309
MERCEDES-BENZ,SDV,3.0,6,A,Z,14.0,10.6,12.4,23,292
MERCEDES-BENZ,SDV,3.0,6,A,Z,14.1,10.9,12.6,22,297
MERCEDES-BENZ,SDV,4.7,8,A,Z,17.7,13.4,15.8,18,370
MERCEDES-BENZ,SDV,4.7,8,A,Z,17.2,12.8,15.2,19,357
MERCEDES-BENZ,SDV,4.7,8,A,Z,17.8,13.2,15.7,18,370
MERCEDES-BENZ,UDV,3.0,6,A,Z,12.4,9.8,11.2,25,264
MERCEDES-BENZ,UDV,4.0,8,A,Z,15.5,11.5,13.7,21,323
MERCEDES-BENZ,UDV,4.0,8,A,Z,15.6,11.5,13.7,21,324
MERCEDES-BENZ,UDV,4.0,8,AM,Z,15.3,11.4,13.5,21,315
MERCEDES-BENZ,UDV,4.0,8,AM,Z,15.2,11.4,13.5,21,315
MERCEDES-BENZ,UDV,4.0,8,AM,Z,15.9,11.8,14.0,20,327
MERCEDES-BENZ,SDV,4.0,8,A,Z,14.1,8.9,11.8,24,275
MERCEDES-BENZ,UDV,4.0,8,A,Z,15.8,9.8,13.1,22,306
MERCEDES-BENZ,UDV,4.0,8,A,Z,14.0,8.7,11.6,24,271
MERCEDES-BENZ,SDV,6.0,12,A,Z,18.6,10.9,15.1,19,356
MERCEDES-BENZ,UDV,6.0,12,A,Z,17.1,11.0,14.3,20,337
MERCEDES-BENZ,UDV,6.0,12,A,Z,17.6,11.0,14.6,19,343
MERCEDES-BENZ,UDV,5.5,8,A,Z,15.3,10.2,13.0,22,303
MERCEDES-BENZ,UDV,3.0,6,A,Z,11.8,8.2,10.2,28,238
MERCEDES-BENZ,SV,2.0,4,AM,Z,9.8,6.8,8.4,34,196
MERCEDES-BENZ,SV,2.0,4,AM,Z,10.3,7.8,9.1,31,215
MERCEDES-BENZ,UDV,2.0,4,A,Z,11.0,7.3,9.4,30,219
MERCEDES-BENZ,UDV,2.0,4,A,Z,11.3,8.1,9.9,29,231
MERCEDES-BENZ,UDV,2.0,4,A,Z,10.9,7.7,9.5,30,221
MERCEDES-BENZ,SV,2.0,4,A,Z,10.9,7.7,9.5,30,221
MERCEDES-BENZ,UDV,2.0,4,AM,Z,9.6,6.6,8.2,34,193
MERCEDES-BENZ,UDV,2.0,4,AM,Z,9.9,7.3,8.7,32,204
MERCEDES-BENZ,UDV,3.0,6,A,Z,11.3,7.9,9.8,29,213
MERCEDES-BENZ,SDV,2.0,4,A,Z,11.0,8.1,9.7,29,228
MERCEDES-BENZ,SDV,3.0,6,A,Z,11.8,8.5,10.3,27,244
MERCEDES-BENZ,UDV,3.0,6,A,Z,12.7,10.1,11.6,24,271
MERCEDES-BENZ,UDV,3.0,6,A,Z,12.5,9.1,11.0,26,257
MERCEDES-BENZ,SV,3.0,6,A,Z,12.3,8.9,10.8,26,254
MERCEDES-BENZ,SDV,4.0,8,A,Z,18.0,14.1,16.3,17,378
MERCEDES-BENZ,UDV,2.0,4,AM,Z,10.1,7.6,9.0,31,209
MERCEDES-BENZ,UDV,2.0,4,A,Z,11.0,8.7,10.0,28,234
MERCEDES-BENZ,UDV,2.0,4,A,Z,10.8,9.0,10.0,28,234
MERCEDES-BENZ,SDV,3.0,6,A,Z,13.5,10.3,12.1,23,282
MERCEDES-BENZ,SDV,3.0,6,A,Z,14.9,11.2,13.2,21,312
MERCEDES-BENZ,SDV,4.7,8,A,Z,17.2,12.6,15.1,19,355
MERCEDES-BENZ,SDV,4.0,8,A,Z,14.4,9.5,12.2,23,286
MERCEDES-BENZ,SDV,6.0,12,A,Z,18.4,11.1,15.1,19,355
MERCEDES-BENZ,SV,2.0,4,A,Z,11.5,9.8,10.7,26,251
MERCEDES-BENZ,SV,2.0,4,A,Z,11.3,9.6,10.5,27,248
MERCEDES-BENZ,SV,2.0,4,A,Z,12.3,10.3,11.4,25,268
MERCEDES-BENZ,SDV,3.0,6,A,Z,12.8,8.5,10.8,26,253
MERCEDES-BENZ,UDV,4.0,8,A,Z,13.8,9.2,11.7,24,275
MERCEDES-BENZ,SDV,4.0,8,A,Z,13.5,8.6,11.3,25,265
MERCEDES-BENZ,SDV,4.0,8,A,Z,13.5,8.6,11.3,25,265
MERCEDES-BENZ,UDV,3.0,6,A,Z,11.8,8.5,10.3,27,241
MERCEDES-BENZ,UDV,4.7,8,A,Z,13.5,9.3,11.6,24,270
MERCEDES-BENZ,UDV,2.0,4,A,Z,10.0,7.3,8.8,32,205
MINI,UDV,1.5,3,AS,Z,8.8,6.8,7.9,36,184
MINI,UDV,1.5,3,M,Z,8.5,6.2,7.5,38,175
MINI,UDV,1.5,3,AS,Z,8.8,6.8,7.9,36,184
MINI,UDV,1.5,3,M,Z,8.4,6.3,7.5,38,175
MINI,SDV,1.5,3,AS,Z,10.2,7.6,9.0,31,212
MINI,SDV,1.5,3,M,Z,10.5,7.4,9.1,31,214
MINI,UDV,1.5,3,AS,Z,8.8,6.8,7.9,36,184
MINI,UDV,1.5,3,M,Z,8.4,6.3,7.5,38,175
MINI,SV,1.5,3,AS,Z,10.3,7.9,9.2,31,215
MINI,SV,1.5,3,M,Z,10.5,7.4,9.1,31,214
MINI,UDV,2.0,4,AS,Z,9.3,7.3,8.4,34,197
MINI,UDV,2.0,4,M,Z,10.2,7.4,9.0,31,210
MINI,UDV,2.0,4,AS,Z,9.3,7.3,8.4,34,197
MINI,UDV,2.0,4,M,Z,10.2,7.4,9.0,31,210
MINI,SDV,2.0,4,AS,Z,10.4,7.6,9.2,31,214
MINI,SDV,2.0,4,M,Z,11.4,7.7,9.7,29,227
MINI,UDV,2.0,4,AS,Z,9.4,7.2,8.4,34,197
MINI,UDV,2.0,4,M,Z,10.2,7.4,9.0,31,210
MINI,SDV,2.0,4,AS,Z,10.5,7.6,9.2,31,215
MINI,SDV,2.0,4,M,Z,11.3,7.8,9.7,29,228
MINI,UDV,2.0,4,AS,Z,9.3,7.3,8.4,34,197
MINI,UDV,2.0,4,M,Z,10.2,7.4,9.0,31,210
MINI,SDV,2.0,4,AS,Z,10.4,7.6,9.2,31,214
MINI,SDV,2.0,4,M,Z,11.4,7.7,9.7,29,227
MINI,UDV,2.0,4,AS,Z,9.4,7.2,8.4,34,197
MINI,UDV,2.0,4,M,Z,10.8,7.7,9.4,30,220
MINI,SDV,2.0,4,AS,Z,10.6,7.8,9.3,30,220
MINI,SDV,2.0,4,M,Z,11.3,7.8,9.7,29,228
MITSUBISHI,UDV,1.5,4,AV,X,9.6,8.9,9.3,30,216
MITSUBISHI,UDV,1.2,3,AV,X,6.6,5.6,6.2,46,143
MITSUBISHI,UDV,1.2,3,M,X,7.1,5.8,6.5,43,151
MITSUBISHI,UDV,1.2,3,AV,X,6.9,5.7,6.4,44,148
MITSUBISHI,UDV,1.2,3,M,X,7.2,5.9,6.6,43,153
MITSUBISHI,UDV,2.4,4,AV,X,9.9,8.1,9.1,31,212
MITSUBISHI,UDV,3.0,6,AS,Z,12.0,8.8,10.6,27,246
MITSUBISHI,UDV,2.0,4,AV,X,9.7,7.8,8.8,32,206
MITSUBISHI,UDV,2.0,4,AV,X,10.1,8.2,9.2,31,213
MITSUBISHI,UDV,2.4,4,AV,X,10.3,8.3,9.4,30,218
NISSAN,UDV,3.7,6,AS,Z,12.6,9.3,11.1,25,261
NISSAN,UDV,3.7,6,M,Z,13.3,9.3,11.5,25,270
NISSAN,UDV,3.7,6,AS,Z,13.0,9.7,11.5,25,271
NISSAN,UDV,3.7,6,M,Z,13.6,9.7,11.8,24,279
NISSAN,SDV,2.5,4,AV,X,8.6,6.1,7.4,38,174
NISSAN,SDV,2.0,4,AV,X,9.1,6.9,8.1,35,190
NISSAN,SDV,2.5,4,AV,X,8.5,6.3,7.5,38,177
NISSAN,SDV,2.5,4,AV,X,9.1,6.5,7.9,36,186
NISSAN,SDV,2.5,4,AV,X,9.3,6.7,8.1,35,190
NISSAN,SDV,5.6,8,AS,X,17.7,12.9,15.5,18,364
NISSAN,DT,2.5,4,A,X,13.7,10.7,12.3,23,290
NISSAN,DT,4.0,6,A,X,14.7,10.3,12.7,22,299
NISSAN,DT,4.0,6,A,X,15.8,11.5,13.9,20,326
NISSAN,DT,4.0,6,M,X,15.1,11.5,13.5,21,317
NISSAN,UDV,3.8,6,AM,Z,14.2,10.7,12.6,22,295
NISSAN,SDV,1.6,4,AV,X,7.7,6.6,7.2,39,169
NISSAN,SDV,3.5,6,AV,Z,11.6,7.9,9.9,29,233
NISSAN,UDV,1.6,4,A,X,9.0,6.8,8.0,35,188
NISSAN,UDV,1.6,4,M,X,8.7,6.8,7.9,36,186
NISSAN,SV,3.5,6,AV,X,11.7,8.3,10.2,28,240
NISSAN,SV,3.5,6,AV,X,11.7,8.5,10.3,27,242
NISSAN,SV,2.0,4,AV,X,9.8,8.8,9.3,30,218
NISSAN,UDV,3.5,6,AV,X,11.6,8.5,10.2,28,240
NISSAN,UDV,3.5,6,AV,X,12.1,8.9,10.7,26,250
NISSAN,UDV,3.5,6,AV,X,12.4,9.2,11.0,26,259
NISSAN,SV,2.0,4,AV,X,8.6,7.2,8.0,35,188
NISSAN,SV,2.0,4,M,X,10.1,8.1,9.2,31,217
NISSAN,SV,2.0,4,AV,X,9.1,7.6,8.4,34,198
NISSAN,UDV,2.5,4,AV,X,9.1,7.1,8.2,34,192
NISSAN,UDV,2.5,4,AV,X,9.6,7.5,8.7,32,204
NISSAN,SDV,1.8,4,AV,X,8.1,6.3,7.3,39,172
NISSAN,SDV,1.8,4,M,X,8.8,6.6,7.8,36,183
NISSAN,SDV,1.6,4,AV,Z,8.9,7.3,8.2,34,193
NISSAN,SDV,1.6,4,M,Z,9.1,7.3,8.3,34,195
NISSAN,SDV,1.6,4,AV,Z,9.4,7.8,8.7,32,205
NISSAN,SDV,1.6,4,M,Z,9.5,7.6,8.7,32,204
NISSAN,DT,5.6,8,AS,X,15.0,11.2,13.3,21,312
NISSAN,DT,5.6,8,AS,X,15.2,11.1,13.4,21,315
NISSAN,DT,5.6,8,AS,X,15.9,11.9,14.1,20,331
NISSAN,SDV,1.6,4,AV,X,7.6,6.2,7.0,40,164
NISSAN,SDV,1.6,4,M,X,8.6,6.6,7.7,37,180
PORSCHE,UDV,3.0,6,AM,Z,10.6,8.0,9.4,30,221
PORSCHE,UDV,3.0,6,M,Z,11.8,8.1,10.1,28,237
PORSCHE,UDV,3.0,6,AM,Z,10.8,8.3,9.7,29,227
PORSCHE,UDV,3.0,6,M,Z,12.0,8.2,10.3,27,241
PORSCHE,UDV,3.0,6,AM,Z,11.5,9.1,10.4,27,243
PORSCHE,UDV,3.0,6,M,Z,13.0,8.9,11.2,25,260
PORSCHE,UDV,3.0,6,AM,Z,11.8,9.2,10.7,26,249
PORSCHE,UDV,3.0,6,M,Z,12.7,9.0,11.0,26,258
PORSCHE,UDV,3.0,6,AM,Z,10.8,8.3,9.7,29,226
PORSCHE,UDV,3.0,6,M,Z,12.1,8.3,10.3,27,242
PORSCHE,UDV,3.0,6,AM,Z,10.8,8.4,9.7,29,228
PORSCHE,UDV,3.0,6,M,Z,12.1,8.3,10.4,27,243
PORSCHE,UDV,3.0,6,AM,Z,11.9,9.1,10.6,27,248
PORSCHE,UDV,3.0,6,M,Z,14.6,9.4,12.3,23,286
PORSCHE,UDV,3.0,6,AM,Z,10.7,8.3,9.6,29,225
PORSCHE,UDV,3.0,6,M,Z,12.1,8.3,10.4,27,242
PORSCHE,UDV,3.0,6,AM,Z,11.0,8.4,9.8,29,230
PORSCHE,UDV,3.0,6,M,Z,12.2,8.5,10.5,27,246
PORSCHE,UDV,3.0,6,AM,Z,11.8,9.2,10.6,27,248
PORSCHE,UDV,3.0,6,M,Z,12.8,8.9,11.0,26,257
PORSCHE,UDV,3.0,6,AM,Z,11.9,9.3,10.7,26,250
PORSCHE,UDV,3.0,6,M,Z,12.9,9.1,11.2,25,260
