engine_size,cylinders,fuel_consumption_city,fuel_consumption_hwy,fuel_consumption_comb,fuel_consumption_comb_mpg,make_col_0,make_col_1,make_col_2,make_col_3,vehicle_class_DT,vehicle_class_SDV,vehicle_class_SV,vehicle_class_UDV,transmission_AM,transmission_AS,transmission_AV,transmission_M,fuel_type_E,fuel_type_X,fuel_type_Z,co2_emissions
2.4,4,11.2,9.0,10.2,28,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,242
3.3,6,12.5,9.7,11.2,25,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,265
1.6,4,9.1,7.7,8.5,33,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,199
1.6,4,9.0,7.6,8.4,34,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,198
2.0,4,9.5,7.8,8.7,32,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,206
2.4,4,10.3,7.8,9.2,31,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,218
2.0,4,11.9,10.2,11.1,25,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,263
2.4,4,11.3,9.5,10.5,27,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,247
2.0,4,11.1,8.1,9.7,29,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,229
3.3,6,13.6,9.6,11.8,24,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,279
6.5,12,26.3,15.6,21.5,13,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,487
6.5,12,26.6,15.8,21.7,13,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,493
5.2,10,18.1,13.2,15.9,18,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,366
5.2,10,17.9,13.0,15.7,18,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,370
5.2,10,18.1,13.2,15.9,18,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,366
5.2,10,17.9,13.0,15.7,18,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,370
5.2,10,17.9,13.0,15.7,18,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,370
5.2,10,17.9,13.0,15.7,18,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,370
4.0,8,19.2,14.1,16.9,17,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,384
3.0,6,14.8,11.4,13.3,21,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,311
3.0,6,11.3,9.2,10.4,27,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,279
2.0,4,11.4,9.3,10.5,27,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,246
3.0,6,14.1,10.3,12.4,23,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,291
3.0,6,10.7,8.3,9.6,29,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,256
5.0,8,14.4,11.3,13.0,22,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,305
5.0,8,17.9,12.7,15.5,18,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,365
3.0,6,14.1,10.3,12.4,23,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,291
3.0,6,10.7,8.3,9.6,29,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,256
5.0,8,14.1,10.7,12.6,22,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,294
2.0,4,10.9,8.0,9.6,29,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,225
2.0,4,11.2,8.2,9.8,29,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,231
2.0,4,9.2,7.8,8.5,33,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,229
2.0,4,11.7,9.2,10.6,27,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,248
3.0,6,13.0,10.0,11.6,24,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,273
2.5,4,5.5,5.2,5.3,53,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,124
3.5,6,10.6,7.2,9.1,31,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,211
3.5,6,10.9,7.5,9.4,30,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,219
3.5,6,12.3,9.1,10.9,26,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,254
5.0,8,14.9,9.7,12.5,23,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,293
4.6,8,16.0,12.9,14.6,19,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,341
2.0,4,11.0,7.6,9.5,30,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,220
3.5,6,12.3,9.1,10.9,26,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,254
3.5,6,12.3,9.1,10.9,26,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,254
5.0,8,15.1,9.5,12.6,22,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,294
3.5,6,9.0,7.1,8.1,35,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,189
3.4,6,13.1,8.7,11.1,25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,261
3.5,6,10.3,7.7,9.1,31,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,214
5.7,8,18.2,12.8,15.8,18,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,371
2.0,4,10.7,8.5,9.7,29,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,226
2.0,4,10.8,8.9,9.9,29,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,232
2.5,4,7.2,7.9,7.5,38,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,176
3.5,6,13.1,9.8,11.2,25,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,262
3.5,6,13.1,9.8,11.2,25,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,262
5.0,8,15.2,9.5,12.6,22,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,289
3.5,6,12.2,9.0,10.8,26,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,252
3.5,6,13.1,9.4,11.1,25,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,268
3.5,6,7.5,8.4,7.9,36,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,185
3.5,6,8.1,8.4,8.1,35,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,190
2.0,4,8.0,6.3,7.2,39,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,168
2.0,4,5.5,5.7,5.6,50,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,130
2.0,4,5.7,6.2,6.0,47,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,140
2.7,6,14.0,9.4,12.0,24,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,281
3.0,6,14.5,9.8,12.3,23,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,289
3.7,6,14.3,9.7,12.2,23,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,287
2.0,4,12.3,9.3,11.0,26,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,257
2.0,4,12.2,9.3,10.9,26,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,256
2.3,4,13.1,9.5,11.5,25,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,270
3.5,6,15.7,11.2,13.7,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,322
3.7,6,14.7,10.3,12.7,22,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,297
2.0,4,12.1,8.4,10.4,27,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,245
3.0,6,14.0,9.2,11.8,24,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,278
2.0,4,5.7,6.2,5.9,48,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,139
2.0,4,12.0,9.6,10.7,26,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,250
2.7,6,12.6,9.2,11.0,26,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,259
3.5,6,15.0,11.4,13.4,21,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,314
3.0,6,14.1,9.8,12.2,23,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,286
3.0,6,14.7,9.9,12.6,22,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,295
3.0,6,14.7,9.9,12.6,22,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,295
4.7,8,17.8,11.6,15.0,19,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,354
3.0,6,15.9,11.1,13.7,21,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,324
3.0,6,16.1,11.4,14.0,20,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,330
3.8,8,17.9,12.9,15.3,18,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,360
3.8,8,17.9,12.9,15.3,18,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,360
3.0,6,15.1,10.3,12.8,22,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,299
3.0,6,15.0,10.3,12.8,22,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,301
3.8,8,16.0,10.8,13.7,21,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,321
2.0,4,8.3,6.9,7.7,37,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,179
2.0,4,8.8,7.0,8.0,35,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,186
2.0,4,8.6,7.4,8.1,35,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,189
2.0,4,9.7,7.7,8.8,32,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,206
2.5,4,9.7,7.8,8.8,32,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,206
2.5,4,9.3,7.6,8.5,33,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,201
2.5,4,10.2,8.2,9.3,30,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,217
2.5,4,9.8,7.9,9.0,31,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,208
2.5,4,10.8,8.7,9.8,29,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,230
2.2,4,8.9,7.9,8.4,34,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,227
2.5,4,10.6,8.4,9.6,29,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,225
2.5,4,11.6,9.1,10.5,27,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,244
2.0,4,8.4,6.6,7.6,37,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,178
2.0,4,8.7,6.4,7.7,37,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,180
2.5,4,8.8,6.4,7.7,37,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,181
2.5,4,8.8,6.6,7.8,36,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,183
2.5,4,9.2,7.0,8.2,34,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,192
2.0,4,8.6,6.7,7.7,37,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,181
2.0,4,8.7,6.6,7.8,36,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,181
2.5,4,9.0,6.8,8.0,35,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,187
2.5,4,9.2,6.6,8.1,35,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,189
2.5,4,9.8,7.4,8.7,32,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,204
2.5,4,9.1,6.7,8.0,35,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,187
2.5,4,10.0,7.5,8.9,32,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,208
2.0,4,9.0,6.6,7.9,36,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,186
2.0,4,9.0,7.0,8.1,35,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,189
2.0,4,9.7,6.8,8.4,34,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,195
2.0,4,9.6,7.1,8.5,33,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,199
2.0,4,9.4,6.8,8.3,34,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,192
2.0,4,9.9,7.0,8.6,33,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,201
3.0,6,12.4,8.7,10.7,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,253
3.0,6,12.7,9.2,11.2,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,263
3.0,6,12.9,8.8,11.1,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,255
3.0,6,12.4,8.9,10.8,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,255
4.0,8,13.2,8.7,11.2,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,263
4.0,8,13.2,8.7,11.2,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,263
4.0,8,13.9,9.7,12.0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,282
4.0,8,13.9,9.2,11.8,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,277
2.0,4,10.3,7.9,9.2,31,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,217
3.0,6,12.4,8.7,10.7,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,235
3.0,6,11.2,8.3,9.9,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,232
3.0,6,12.5,9.0,10.9,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,245
3.0,6,12.3,8.5,10.6,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,237
3.0,6,11.5,8.6,10.2,28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,239
4.0,8,16.0,10.5,13.5,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,318
4.0,8,14.6,10.4,12.7,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,299
4.0,8,18.1,15.6,17.0,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,396
2.0,4,10.7,8.3,9.6,29,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,225
3.0,6,12.5,9.6,11.2,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,262
3.0,6,12.6,9.7,11.3,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,265
4.0,8,15.0,10.9,13.2,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,309
4.0,8,15.0,10.9,13.2,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,309
3.0,6,14.0,10.6,12.4,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,292
3.0,6,14.1,10.9,12.6,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,297
4.7,8,17.7,13.4,15.8,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,370
4.7,8,17.2,12.8,15.2,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,357
4.7,8,17.8,13.2,15.7,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,370
3.0,6,12.4,9.8,11.2,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,264
4.0,8,15.5,11.5,13.7,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,323
4.0,8,15.6,11.5,13.7,21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,324
4.0,8,15.3,11.4,13.5,21,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,315
4.0,8,15.2,11.4,13.5,21,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,315
4.0,8,15.9,11.8,14.0,20,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,327
4.0,8,14.1,8.9,11.8,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,275
4.0,8,15.8,9.8,13.1,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,306
4.0,8,14.0,8.7,11.6,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,271
6.0,12,18.6,10.9,15.1,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,356
6.0,12,17.1,11.0,14.3,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,337
6.0,12,17.6,11.0,14.6,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,343
5.5,8,15.3,10.2,13.0,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,303
3.0,6,11.8,8.2,10.2,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,238
2.0,4,9.8,6.8,8.4,34,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,196
2.0,4,10.3,7.8,9.1,31,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,215
2.0,4,11.0,7.3,9.4,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,219
2.0,4,11.3,8.1,9.9,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,231
2.0,4,10.9,7.7,9.5,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,221
2.0,4,10.9,7.7,9.5,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,221
2.0,4,9.6,6.6,8.2,34,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,193
2.0,4,9.9,7.3,8.7,32,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,204
3.0,6,11.3,7.9,9.8,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,213
2.0,4,11.0,8.1,9.7,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,228
3.0,6,11.8,8.5,10.3,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,244
3.0,6,12.7,10.1,11.6,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,271
3.0,6,12.5,9.1,11.0,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,257
3.0,6,12.3,8.9,10.8,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,254
4.0,8,18.0,14.1,16.3,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,378
2.0,4,10.1,7.6,9.0,31,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,209
2.0,4,11.0,8.7,10.0,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,234
2.0,4,10.8,9.0,10.0,28,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,234
3.0,6,13.5,10.3,12.1,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,282
3.0,6,14.9,11.2,13.2,21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,312
4.7,8,17.2,12.6,15.1,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,355
4.0,8,14.4,9.5,12.2,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,286
6.0,12,18.4,11.1,15.1,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,355
2.0,4,11.5,9.8,10.7,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,251
2.0,4,11.3,9.6,10.5,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,248
2.0,4,12.3,10.3,11.4,25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,268
3.0,6,12.8,8.5,10.8,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,253
4.0,8,13.8,9.2,11.7,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,275
4.0,8,13.5,8.6,11.3,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,265
4.0,8,13.5,8.6,11.3,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,265
3.0,6,11.8,8.5,10.3,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,241
4.7,8,13.5,9.3,11.6,24,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,270
2.0,4,10.0,7.3,8.8,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,205
1.5,3,8.8,6.8,7.9,36,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,184
1.5,3,8.5,6.2,7.5,38,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,175
1.5,3,8.8,6.8,7.9,36,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,184
1.5,3,8.4,6.3,7.5,38,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,175
1.5,3,10.2,7.6,9.0,31,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,212
1.5,3,10.5,7.4,9.1,31,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,214
1.5,3,8.8,6.8,7.9,36,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,184
1.5,3,8.4,6.3,7.5,38,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,175
1.5,3,10.3,7.9,9.2,31,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,215
1.5,3,10.5,7.4,9.1,31,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,214
2.0,4,9.3,7.3,8.4,34,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,197
2.0,4,10.2,7.4,9.0,31,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,210
2.0,4,9.3,7.3,8.4,34,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,197
2.0,4,10.2,7.4,9.0,31,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,210
2.0,4,10.4,7.6,9.2,31,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,214
2.0,4,11.4,7.7,9.7,29,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,227
2.0,4,9.4,7.2,8.4,34,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,197
2.0,4,10.2,7.4,9.0,31,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,210
2.0,4,10.5,7.6,9.2,31,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,215
2.0,4,11.3,7.8,9.7,29,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,228
2.0,4,9.3,7.3,8.4,34,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,197
2.0,4,10.2,7.4,9.0,31,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,210
2.0,4,10.4,7.6,9.2,31,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,214
2.0,4,11.4,7.7,9.7,29,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,227
2.0,4,9.4,7.2,8.4,34,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,197
2.0,4,10.8,7.7,9.4,30,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,220
2.0,4,10.6,7.8,9.3,30,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,220
2.0,4,11.3,7.8,9.7,29,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,228
1.5,4,9.6,8.9,9.3,30,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,216
1.2,3,6.6,5.6,6.2,46,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,143
1.2,3,7.1,5.8,6.5,43,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,151
1.2,3,6.9,5.7,6.4,44,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,148
1.2,3,7.2,5.9,6.6,43,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,153
2.4,4,9.9,8.1,9.1,31,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,212
3.0,6,12.0,8.8,10.6,27,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,246
2.0,4,9.7,7.8,8.8,32,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,206
2.0,4,10.1,8.2,9.2,31,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,213
2.4,4,10.3,8.3,9.4,30,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,218
3.7,6,12.6,9.3,11.1,25,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,261
3.7,6,13.3,9.3,11.5,25,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,270
3.7,6,13.0,9.7,11.5,25,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,271
3.7,6,13.6,9.7,11.8,24,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,279
2.5,4,8.6,6.1,7.4,38,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,174
2.0,4,9.1,6.9,8.1,35,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,190
2.5,4,8.5,6.3,7.5,38,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,177
2.5,4,9.1,6.5,7.9,36,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,186
2.5,4,9.3,6.7,8.1,35,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,190
5.6,8,17.7,12.9,15.5,18,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,364
2.5,4,13.7,10.7,12.3,23,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,290
4.0,6,14.7,10.3,12.7,22,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,299
4.0,6,15.8,11.5,13.9,20,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,326
4.0,6,15.1,11.5,13.5,21,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,317
3.8,6,14.2,10.7,12.6,22,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,295
1.6,4,7.7,6.6,7.2,39,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,169
3.5,6,11.6,7.9,9.9,29,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,233
1.6,4,9.0,6.8,8.0,35,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,188
1.6,4,8.7,6.8,7.9,36,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,186
3.5,6,11.7,8.3,10.2,28,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,240
3.5,6,11.7,8.5,10.3,27,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,242
2.0,4,9.8,8.8,9.3,30,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,218
3.5,6,11.6,8.5,10.2,28,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,240
3.5,6,12.1,8.9,10.7,26,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,250
3.5,6,12.4,9.2,11.0,26,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,259
2.0,4,8.6,7.2,8.0,35,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,188
2.0,4,10.1,8.1,9.2,31,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,217
2.0,4,9.1,7.6,8.4,34,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,198
2.5,4,9.1,7.1,8.2,34,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,192
2.5,4,9.6,7.5,8.7,32,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,204
1.8,4,8.1,6.3,7.3,39,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,172
1.8,4,8.8,6.6,7.8,36,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,183
1.6,4,8.9,7.3,8.2,34,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,193
1.6,4,9.1,7.3,8.3,34,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,195
1.6,4,9.4,7.8,8.7,32,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,205
1.6,4,9.5,7.6,8.7,32,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,204
5.6,8,15.0,11.2,13.3,21,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,312
